names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,ISIC category
"'market for electricity, high voltage' (kilowatt hour, SY, None)",,0.313408894,,0.061254231,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.554977512,0.303912727,
"'market for electricity, high voltage' (kilowatt hour, CY, None)",,0.305505864,,0.059231121,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.515766647,0.293875072,
"'market for electricity, medium voltage' (kilowatt hour, SG, None)",-0.304746144,0.304820495,0.511714106,0.059262973,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.51236619,0.294033105,
"'market for electricity, high voltage' (kilowatt hour, ID, None)",,0.29737462,,0.052375951,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.475423499,0.259863161,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, IAI Area, Russia & RER w/o EU27 & EFTA, None)",,0.291891704,,0.061566615,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.448220023,0.30546262,
"'market for electricity, high voltage' (kilowatt hour, LK, None)",,0.283175448,,0.053314452,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.404974339,0.264519532,
"'market for electricity, high voltage' (kilowatt hour, KH, None)",,0.279958895,,0.061431466,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.389015419,0.304792078,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, IAI Area, Asia, without China and GCC, None)",0.274107574,0.274107574,0.585279628,0.067449081,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.359984103,0.334648461,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, UN-OCEANIA, None)",0.266097073,0.266097073,0.415365968,0.045573816,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.320240021,0.226114384,
"'market for electricity, high voltage' (kilowatt hour, TM, None)",-0.264854905,0.264854905,0.414796729,0.043010347,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.314077007,0.213395739,
"'market for electricity, high voltage' (kilowatt hour, VN, None)",,0.264454185,,0.049823677,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.312088835,0.24720006,
"'market for aluminium, primary, ingot' (kilogram, IAI Area, EU27 & EFTA, None)",,0.257394643,,0.069572927,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.277062934,0.345185919,
"'market for electricity, medium voltage' (kilowatt hour, US-RFC, None)",-0.255944595,0.257097427,0.47620319,0.052228623,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.275588297,0.259132194,
"'market for electricity, high voltage' (kilowatt hour, KG, None)",,0.24804799,,0.053727743,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.230689536,0.266570074,
"'market for electricity, medium voltage' (kilowatt hour, JP, None)",-0.247303202,0.247303202,0.391628273,0.051817304,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.226994272,0.257091436,
"'market for electricity, high voltage' (kilowatt hour, MN, None)",,0.246501592,,0.053243687,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.223017086,0.264168432,
"'market for electricity, high voltage' (kilowatt hour, GE, None)",,0.24314761,,0.047186275,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.206376312,0.234114596,
"'market for electricity, high voltage' (kilowatt hour, US-PR, None)",,0.242203135,,0.047376418,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.201690302,0.23505799,
"'market for electricity, high voltage' (kilowatt hour, TR, None)",,0.241400706,,0.047411289,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.197709052,0.235231002,
"'market for electricity, medium voltage' (kilowatt hour, TW, None)",0.236353492,0.236991574,0.405416113,0.044531216,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.175833154,0.220941527,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, IAI Area, Africa, None)",0.236372241,0.236372241,0.490756075,0.057291306,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.172760334,0.284250684,
"'market for electricity, medium voltage' (kilowatt hour, MM, None)",-0.23081578,0.236023953,0.408355811,0.050979984,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.171032304,0.252937074,
"'market for electricity, high voltage' (kilowatt hour, LB, None)",,0.230202509,,0.052950729,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.142149223,0.262714921,
"'market for aluminium, primary, ingot' (kilogram, IAI Area, North America, None)",,0.222718164,,0.055548294,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.105015663,0.275602734,
"'market for aluminium oxide, metallurgical' (kilogram, RoW, None)",,0.221684406,,0.038805229,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.099886675,0.192532055,
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",-0.208637222,0.210247646,0.408628148,0.052075588,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.043143216,0.258372911,
"'market for electricity, high voltage' (kilowatt hour, MY, None)",,0.208690848,,0.036997558,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.035419166,0.1835633,
"'market for electricity, high voltage' (kilowatt hour, BD, None)",,0.206758461,,0.042453308,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.025831632,0.210631991,
"'market for electricity, medium voltage' (kilowatt hour, US-MRO, None)",-0.203552806,0.204419821,0.396222716,0.045022194,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,1.014228475,0.223377513,
"'market for electricity, high voltage' (kilowatt hour, PK, None)",,0.197866966,,0.04097998,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.9817165,0.203322077,
"'market for electricity, high voltage' (kilowatt hour, KR, None)",,0.197555112,,0.043874567,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.980169237,0.217683564,
"'market for electricity, high voltage' (kilowatt hour, HK, None)",,0.196897169,,0.042579034,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.976904855,0.21125578,
"'market group for electricity, medium voltage' (kilowatt hour, RAF, None)",,0.191303757,,0.016186471,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.949153154,0.080309139,
"'market for electricity, high voltage' (kilowatt hour, AZ, None)",,0.189599105,,0.038526325,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.940695527,0.191148274,
"'market for aluminium, primary, ingot' (kilogram, RoW, None)",,0.188319492,,0.038215732,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.93434673,0.189607267,
"'market for electricity, high voltage' (kilowatt hour, JO, None)",,0.187445247,,0.034459312,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.930009165,0.170969798,
"'market for electricity, high voltage' (kilowatt hour, AU, None)",,0.183581692,,0.014206983,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.910840146,0.070487914,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, IAI Area, South America, None)",-0.181273882,0.181273882,0.335343267,0.039910315,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.899389952,0.198014937,
"'market for electricity, high voltage' (kilowatt hour, US-ASCC, None)",,0.171127535,,0.039697102,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.849048874,0.196957081,
"'market for electricity, medium voltage' (kilowatt hour, US-HICC, None)",-0.166056813,0.169437862,0.404570408,0.046786244,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.840665566,0.232129843,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, CA, None)",0.169112016,0.169112016,0.361204403,0.04075816,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.839048882,0.202221518,
"'market for electricity, medium voltage' (kilowatt hour, PH, None)",-0.153112631,0.166336312,0.297881015,0.035466638,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.825277232,0.175967644,
"'market for electricity, high voltage' (kilowatt hour, SA, None)",,0.156425651,,0.023819548,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.776105511,0.118180633,
"'market for electricity, high voltage' (kilowatt hour, BN, None)",,0.156035361,,0.03914975,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.774169088,0.194241395,
"'market for electricity, high voltage' (kilowatt hour, OM, None)",,0.154753875,,0.033924131,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.767810998,0.168314499,
"'market for electricity, high voltage' (kilowatt hour, YE, None)",0.149479432,0.149479432,0.22035588,0.025481128,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.741641861,0.126424558,
"'market group for electricity, medium voltage' (kilowatt hour, RME, None)",,0.146531295,,0.032940168,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.727014686,0.163432568,
"'market for electricity, high voltage' (kilowatt hour, MM, None)",,0.145800265,,0.038462728,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.723387682,0.190832737,
"'market group for electricity, medium voltage' (kilowatt hour, RER, None)",-0.145601846,0.145601846,0.046634357,0.004971052,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.722403227,0.024663863,
"'market for electricity, medium voltage' (kilowatt hour, US-NPCC, None)",-0.141381686,0.141908,0.282573779,0.029926898,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.704076218,0.148482236,
"'market for electricity, high voltage' (kilowatt hour, BH, None)",,0.14000034,,0.030473873,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.694611367,0.151196051,
"'market for electricity, high voltage' (kilowatt hour, AM, None)",,0.138101058,,0.028944471,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.685188084,0.143607927,
"'market group for electricity, medium voltage' (kilowatt hour, CN, None)",0.11800031,0.137987982,0.1913163,0.019753093,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.684627058,0.098004926,
"'market for electricity, high voltage' (kilowatt hour, US-TRE, None)",,0.137973191,,0.035023224,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.684553672,0.173767646,
"'market for electricity, high voltage' (kilowatt hour, CN-CSG, None)",,0.132432697,,0.021201051,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.657064524,0.105188966,
"'market for electricity, high voltage' (kilowatt hour, US-NPCC, None)",,0.121648208,,0.028018803,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.603557306,0.139015227,
"'market for electricity, high voltage' (kilowatt hour, TW, None)",,0.117331272,,0.02883871,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.582138838,0.143083194,
"'market for electricity, high voltage' (kilowatt hour, PH, None)",,0.116425419,,0.024695132,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.577644451,0.122524841,
"'market for electricity, high voltage' (kilowatt hour, IL, None)",,0.113506541,,0.025294345,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.563162444,0.125497835,
"'market for electricity, high voltage' (kilowatt hour, JP, None)",,0.10753697,,0.026905748,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.533544431,0.133492807,
"'market for natural gas, high pressure' (cubic meter, US, None)",,0.103581302,,0.010785578,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.513918394,0.053512621,
"'market group for electricity, medium voltage' (kilowatt hour, IN, None)",,0.100046159,,0.024676485,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.49637879,0.122432324,
"'market for electricity, high voltage' (kilowatt hour, SG, None)",,0.099951198,,0.025354218,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.495907641,0.125794895,
"'market for electricity, high voltage' (kilowatt hour, CA-NS, None)",,0.099253261,,0.023450112,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.492444828,0.116347677,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, CN, None)",-0.095091488,0.095091488,0.221704499,0.023190768,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.471796201,0.115060943,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, IAI Area, EU27 & EFTA, None)",,0.093886969,,0.032805931,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.465819982,0.162766552,
"'market for electricity, high voltage' (kilowatt hour, US-HICC, None)",,0.093674301,,0.024991693,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.464764831,0.123996228,
"'market for natural gas, high pressure' (cubic meter, RoW, None)",,0.090444367,,0.008749451,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.448739521,0.043410381,
"'market for electricity, high voltage' (kilowatt hour, CA-NB, None)",,0.089251012,,0.017746456,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.442818692,0.088049001,
"'market for electricity, high voltage' (kilowatt hour, ZA, None)",,0.086496624,,0.015029397,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.429152803,0.074568319,
"'market for electricity, high voltage' (kilowatt hour, US-SERC, None)",,0.085430919,,0.025155493,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.42386531,0.124808921,
"'market group for heat, district or industrial, other than natural gas' (megajoule, RER, None)",0.085277038,0.085277038,0.041317169,0.004164772,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.423101829,0.020663507,
"'market for electricity, high voltage' (kilowatt hour, US-MRO, None)",,0.084309919,,0.022742685,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.418303471,0.11283778,
"'market for electricity, high voltage' (kilowatt hour, US-RFC, None)",,0.083599098,,0.029480355,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.414776734,0.146266714,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, IAI Area, Gulf Cooperation Council, None)",-0.081750435,0.081750435,0.173469592,0.022476907,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.405604597,0.111519123,
"'market for electricity, high voltage' (kilowatt hour, CA-ON, None)",,0.08066853,,0.025612055,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.400236728,0.127074152,
"'market for electricity, high voltage' (kilowatt hour, DO, None)",,0.080035529,,0.016250848,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.397096095,0.080628545,
"'market for electricity, high voltage' (kilowatt hour, IN-Eastern grid, None)",,0.078530633,,0.027273099,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.389629556,0.135315418,
"'market for electricity, high voltage' (kilowatt hour, CO, None)",,0.078035801,,0.01236167,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.387174449,0.061332397,
"'market for electricity, high voltage' (kilowatt hour, IQ, None)",,0.077581196,,0.027513332,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.384918927,0.136507334,
"'market for reinforcing steel' (kilogram, GLO, None)",,0.074820685,,0.004832189,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.371222658,0.023974895,
"'market for electricity, high voltage' (kilowatt hour, KW, None)",,0.071367438,,0.024401855,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.354089381,0.121069748,
"'market for electricity, high voltage' (kilowatt hour, IR, None)",,0.071138759,,0.013048639,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.35295479,0.064740793,
"'market group for electricity, medium voltage' (kilowatt hour, CN-SGCC, None)",,0.07076033,,0.013539254,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.351077216,0.067174978,
"'market for electricity, high voltage' (kilowatt hour, CA-BC, None)",,0.068092248,,0.023849908,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.337839533,0.118331264,
"'market for electricity, high voltage' (kilowatt hour, IN-Northern grid, None)",,0.066119161,,0.013903074,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.328050066,0.06898007,
"'market for electricity, high voltage' (kilowatt hour, QA, None)",-0.064427998,0.064427998,0.099892448,0.010787779,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.319659365,0.053523541,
"'market for electricity, high voltage' (kilowatt hour, GT, None)",,0.060903266,,0.010132891,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.302171415,0.050274316,
"'market for electricity, high voltage' (kilowatt hour, CA-MB, None)",,0.060005154,,0.017316247,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.297715435,0.08591452,
"'market for electricity, high voltage' (kilowatt hour, VE, None)",,0.059837486,,0.012253676,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.29688355,0.060796586,
"'market for electricity, high voltage' (kilowatt hour, MX, None)",,0.058321427,,0.008856296,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.289361627,0.043940492,
"'market for electricity, high voltage' (kilowatt hour, TH, None)",,0.058186305,,0.00494819,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.288691219,0.024550433,
"'market for electricity, medium voltage' (kilowatt hour, US-WECC, None)",0.057121114,0.057374822,0.079469091,0.008419573,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.284665048,0.041773692,
"'market for electricity, high voltage' (kilowatt hour, CA-SK, None)",,0.057218706,,0.018130483,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.283890479,0.08995435,
"'market for electricity, high voltage' (kilowatt hour, IN-Western grid, None)",,0.055903444,,0.016369228,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.27736481,0.081215887,
"'market for electricity, high voltage' (kilowatt hour, UY, None)",,0.055800401,,0.010035489,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.276853562,0.049791056,
"'market for electricity, high voltage' (kilowatt hour, EC, None)",,0.055693058,,0.010874649,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.27632098,0.053954546,
"'market for electricity, high voltage' (kilowatt hour, SV, None)",,0.050651263,,0.009887222,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.251306126,0.049055429,
"'market for electricity, medium voltage' (kilowatt hour, CA-ON, None)",0.047891977,0.050538018,0.114064238,0.012790085,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.250744261,0.063457978,
"'market for electricity, high voltage' (kilowatt hour, PA, None)",,0.05052865,,0.0088244,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.250697782,0.04378224,
"'market for silicon, metallurgical grade' (kilogram, GLO, None)",-0.048792061,0.048792061,0.007704164,0.000977689,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.242081699,0.004850802,
"'market for electricity, high voltage' (kilowatt hour, CN-CCG, None)",,0.04869593,,0.01218175,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.241604746,0.060439725,
"'market for electricity, high voltage' (kilowatt hour, CL, None)",,0.047491594,,0.009865194,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.235629435,0.048946138,
"'market for steel, low-alloyed' (kilogram, GLO, None)",,0.045234364,,0.003787552,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.224430194,0.018791931,
"'market for electricity, high voltage' (kilowatt hour, PE, None)",,0.04460636,,0.009314402,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.221314353,0.046213384,
"'market for electricity, high voltage' (kilowatt hour, CU, None)",,0.044139083,,0.009792333,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.21899596,0.048584638,
"'market for electricity, high voltage' (kilowatt hour, NG, None)",,0.041824155,,0.004331651,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.20751045,0.021491477,
"'market for electricity, high voltage' (kilowatt hour, CN-SWG, None)",,0.041619194,,0.012287572,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.206493536,0.06096476,
"'market for electricity, high voltage' (kilowatt hour, AR, None)",,0.04155897,,0.011395635,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.206194735,0.056539417,
"'market for aluminium, primary, liquid' (kilogram, GLO, None)",,0.041307074,,0.011477297,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.204944953,0.056944583,
"'market for electricity, high voltage' (kilowatt hour, CA-AB, None)",,0.040754557,,0.010444479,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.202203642,0.051820259,
"'market for electricity, high voltage' (kilowatt hour, CN-NECG, None)",,0.040654919,,0.012362291,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.201709288,0.061335479,
"'market for electricity, high voltage' (kilowatt hour, TT, None)",,0.040218606,,0.009486269,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.199544522,0.047066102,
"'market for electricity, high voltage' (kilowatt hour, BO, None)",,0.040080752,,0.007770671,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.19886056,0.038554166,
"'market for electricity, high voltage' (kilowatt hour, TZ, None)",,0.039465658,,0.007469477,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.195808772,0.037059793,
"'market for electricity, high voltage' (kilowatt hour, US-WECC, None)",,0.038385067,,0.007830383,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.190447422,0.038850427,
"'market for electricity, high voltage' (kilowatt hour, AE, None)",,0.038155864,,0.010633168,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.189310232,0.052756439,
"'market for copper, cathode' (kilogram, GLO, None)",,0.037570854,,0.003489704,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.186407706,0.017314158,
"'market for electricity, high voltage' (kilowatt hour, JM, None)",,0.036555252,,0.008049312,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.181368799,0.039936643,
"'market for electricity, high voltage' (kilowatt hour, RU, None)",,0.035095331,,0.003689665,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.174125405,0.018306264,
"'market for electricity, high voltage' (kilowatt hour, GH, None)",,0.034582152,,0.005491496,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.171579268,0.027246045,
"'market for electricity, high voltage' (kilowatt hour, IN-North-eastern grid, None)",,0.031699549,,0.009682446,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.15727724,0.048039434,
"'market for natural gas, high pressure' (cubic meter, TR, None)",,0.030513559,,0.004180704,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.151392953,0.020742553,
