names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu
Civil engineering,,1.485333396588432,,0.4690666201345206,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,2.715469372826091,0.8575421812475936,14,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Manufacture of machinery and equipment,,0.027116039531108697,,0.01201323645593105,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.04957323051389652,0.021962460239246653,12,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Manufacture of rubber and plastic products,,0.052571580042852,,0.03810127581466658,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.09611075588506146,0.06965631270256484,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Land transport and transport via pipelines,,80.67262247761867,,41.73158150017356,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,147.4847573391196,76.29319565802305,9,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Other mining and quarrying,,0.21429399393434523,,0.1370773553497357,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.39176980645950865,0.25060323898671905,9,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Manufacture of other transport equipment,,0.003387317514885879,,0.001645027250025422,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.006192654786350765,0.0030074198325900294,8,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Forestry and logging,,98.21208599103936,,19.271672071449597,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,179.550202104509,35.23224845907764,8,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Manufacture of fabricated metal products,,0.0014245520834656135,,0.0008030354888500945,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.0026043496776759927,0.001468100212567349,7,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Manufacture of food products,,1.077727757490816,,0.5694049793436061,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,1.9702894477648127,1.0409796115091792,7,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Construction of buildings,,0.009415456991924032,,0.006360038247137412,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.01721322980514347,0.011627348519713936,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.08423672815164134,,0.04040092234092507,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.15400061419762257,0.07386049994074564,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Unknown,,0.04344229251614282,,0.014942230388782732,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.07942069779342945,0.02731721314261521,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Extraction of crude petroleum and natural gas,,0.00728799457239013,,0.004041867455670986,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.01332382756363206,0.00738929543367581,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Sewerage,,0.005062957741368379,,0.002101763050247866,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.009256040909183224,0.003842418951189207,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Specialized construction activities,,0.0014031979786778947,,0.0006289867246809503,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.002565310349759207,0.0011499062706785566,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
"Wholesale trade, except of motor vehicles and motorcycles",,6.144204586680302,,2.691314670701851,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,11.232763912687407,4.920230419456073,3,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
"Manufacture of computer, electronic, and optical products",0.000266618197911761,0.000266618197911761,0.0001663267979130784,0.00010166203710714485,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.0004874283122768041,0.00018585736291773042,3,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Mining of coal and lignite,,0.5632414650455894,,0.4094191436189921,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,1.0297115458050874,0.748495353096889,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Manufacture of electrical equipment,,0.0010419312345948842,,0.0006460673588822779,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.0019048466577482191,0.001181132888991107,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Water transport,,0.0009584099658027867,,0.0006261469430116672,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.0017521540380943169,0.0011447146146058103,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
Mining support service activities,,0.0005732282057296699,,0.0005661384657619658,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.0010479691898628216,0.001035007809079342,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
"Manufacture of motor vehicles, trailers, and semi-trailers",0.0015269112599977318,0.0015269112599977318,0.0015574145995199736,0.0008714151826312192,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,108.69900345802307,330,54.698955968801435,0.0027914815428445,0.0015931111795410631,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6
