names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu
Manufacture of chemicals and chemical products,,18.367495768702266,,6.312334762476742,10,203,53.576406717300415,210,316.2715992983518,5.807507158230626,1.9958588682893592,2,_concrete__all_types_to_generic_market_for_concrete__normal_strength___cubic_meter__RoW__None_
Unknown,0.05034657413321213,0.05034657413321213,0.026214592982679738,0.015035457301676792,10,203,53.576406717300415,210,316.2715992983518,0.01591877811504604,0.004753970111458929,1,_concrete__all_types_to_generic_market_for_concrete__normal_strength___cubic_meter__RoW__None_
Mining of coal and lignite,,1.9837957330223965,,0.8388877170197999,10,203,53.576406717300415,210,316.2715992983518,0.6272443486621768,0.2652428225869384,1,_concrete__all_types_to_generic_market_for_concrete__normal_strength___cubic_meter__RoW__None_
Manufacture of machinery and equipment,,0.04064273735990298,,0.01818124345979213,10,203,53.576406717300415,210,316.2715992983518,0.012850580782488484,0.005748617169586899,1,_concrete__all_types_to_generic_market_for_concrete__normal_strength___cubic_meter__RoW__None_
Construction of buildings,,0.11336296026694584,,0.03405469265878401,10,203,53.576406717300415,210,316.2715992983518,0.03584354729240356,0.010767546859830066,1,_concrete__all_types_to_generic_market_for_concrete__normal_strength___cubic_meter__RoW__None_
Manufacture of other transport equipment,-0.020542491073990733,0.020542491073990733,0.011549661178387904,0.0059165738519086145,10,203,53.576406717300415,210,316.2715992983518,0.006495205740750742,0.00187072562475876,1,_concrete__all_types_to_generic_market_for_concrete__normal_strength___cubic_meter__RoW__None_
Specialized construction activities,-1.425490836481913e-11,1.7112853356593405e-10,3.474899245701407e-10,1.8265944273816517e-10,10,203,53.576406717300415,210,316.2715992983518,5.4108093785715346e-11,5.775398206585572e-11,1,_concrete__all_types_to_generic_market_for_concrete__normal_strength___cubic_meter__RoW__None_
"Crop and animal production, hunting and related service activities",,0.12446185792881437,,0.0850493806081983,10,203,53.576406717300415,210,316.2715992983518,0.03935284047158608,0.026891248154080307,1,_concrete__all_types_to_generic_market_for_concrete__normal_strength___cubic_meter__RoW__None_
"Electricity, gas, steam and air conditioning supply",,11559.091486369716,,3028.7989418418038,10,228,69.18901419639587,220,73338.0271417976,15.761388650420667,4.12991603385469,125,_market_for_skidder___unit__GLO__None_
Construction of buildings,,9.004107311854204,,2.853444545613067,10,228,69.18901419639587,220,73338.0271417976,0.012277542310273691,0.003890811706859784,23,_market_for_skidder___unit__GLO__None_
Mining of metal ores,,365.42922971553656,,190.39648618607572,10,228,69.18901419639587,220,73338.0271417976,0.49828069278300396,0.2596149550327389,15,_market_for_skidder___unit__GLO__None_
Manufacture of coke and refined petroleum products,,1161.8357569425534,,514.7038345297215,10,228,69.18901419639587,220,73338.0271417976,1.5842200863900624,0.7018239439882286,10,_market_for_skidder___unit__GLO__None_
Land transport and transport via pipelines,,1981.2059089179106,,797.2510710300966,10,228,69.18901419639587,220,73338.0271417976,2.7014715095720927,1.0870909705392369,8,_market_for_skidder___unit__GLO__None_
Manufacture of basic metals,,8429.510759092762,,4582.6475241806675,10,228,69.18901419639587,220,73338.0271417976,11.494051704983107,6.248664850665004,7,_market_for_skidder___unit__GLO__None_
"Wholesale trade, except of motor vehicles and motorcycles",,684.8333268027637,,257.8098528601994,10,228,69.18901419639587,220,73338.0271417976,0.9338038579612351,0.35153638965734546,7,_market_for_skidder___unit__GLO__None_
Manufacture of fabricated metal products,-47.698293021512654,47.698293021512654,9.966961658829742,5.315795387437336,10,228,69.18901419639587,220,73338.0271417976,0.06503896393243434,0.007248347950728688,6,_market_for_skidder___unit__GLO__None_
Manufacture of chemicals and chemical products,,1582.1888075428944,,520.3822590394449,10,228,69.18901419639587,220,73338.0271417976,2.157392105031356,0.7095667545478095,5,_market_for_skidder___unit__GLO__None_
Manufacture of other non-metallic mineral products,,69.67505057256443,,31.05122608851762,10,228,69.18901419639587,220,73338.0271417976,0.09500535164090128,0.042339871003730024,5,_market_for_skidder___unit__GLO__None_
Extraction of crude petroleum and natural gas,,15.490842861852798,,7.257377609724241,10,228,69.18901419639587,220,73338.0271417976,0.021122524651367516,0.009895790618545338,4,_market_for_skidder___unit__GLO__None_
Water transport,-12.201728524965437,12.201728524965437,6.211159451682846,3.843454998298162,10,228,69.18901419639587,220,73338.0271417976,0.016637655798094543,0.005240739556392646,3,_market_for_skidder___unit__GLO__None_
Civil engineering,,169.02758884803043,,75.68658489907546,10,228,69.18901419639587,220,73338.0271417976,0.23047741456314194,0.1032023737872536,2,_market_for_skidder___unit__GLO__None_
Mining of coal and lignite,,944.3324307500264,,709.8996075994606,10,228,69.18901419639587,220,73338.0271417976,1.2876436243971747,0.9679829622726065,1,_market_for_skidder___unit__GLO__None_
Manufacture of rubber and plastic products,,122.05912704939037,,46.398750706281675,10,228,69.18901419639587,220,73338.0271417976,0.1664336113288015,0.06326697419412526,1,_market_for_skidder___unit__GLO__None_
"Waste collection, treatment, and disposal activities",,638.3816241523815,,388.9454442822442,10,228,69.18901419639587,220,73338.0271417976,0.8704646811920417,0.5303462057006606,1,_market_for_skidder___unit__GLO__None_
Manufacture of other transport equipment,-2.942991246864949,2.942991246864949,0.6829616338595379,0.39527640103854506,10,228,69.18901419639587,220,73338.0271417976,0.004012913029654772,0.000538978776009731,1,_market_for_skidder___unit__GLO__None_
Sewerage,25.958846146138058,25.958846146138058,12.85200665000552,8.239242634180954,10,228,69.18901419639587,220,73338.0271417976,0.03539616097927907,0.011234611776848787,1,_market_for_skidder___unit__GLO__None_
Specialized construction activities,8.006209100130945e-08,1.2294658517930658e-07,3.2201574399866623e-07,1.6937341848775243e-07,10,228,69.18901419639587,220,73338.0271417976,1.676437040521854e-10,2.3094897025287077e-10,1,_market_for_skidder___unit__GLO__None_
Manufacture of electrical equipment,-1.7662957151525915,4.117211324652089,4.9162109676866,1.744269026772658,10,228,69.18901419639587,220,73338.0271417976,0.005614019745433762,0.0023783964400898713,1,_market_for_skidder___unit__GLO__None_
Manufacture of wood and products of wood and cork,,1.9262324575520324,,0.6828349044499569,10,228,69.18901419639587,220,73338.0271417976,0.002626512510116615,0.0009310789109853055,1,_market_for_skidder___unit__GLO__None_
"Crop and animal production, hunting and related service activities",,0.2974474283093656,,0.09730701792260633,10,205,55.21814846992493,240,22.223942712254033,1.338409804959389,0.4378476815860056,88,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
"Electricity, gas, steam and air conditioning supply",,0.7682251668062179,,0.17332851886231798,10,205,55.21814846992493,240,22.223942712254033,3.456745622290626,0.7799179520326363,21,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Manufacture of food products,,0.7153201470293521,,0.21093056898706822,10,205,55.21814846992493,240,22.223942712254033,3.218691463936022,0.9491140780828394,17,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
"Wholesale trade, except of motor vehicles and motorcycles",,2.7600310618014556,,1.9772508477601358,10,205,55.21814846992493,240,22.223942712254033,12.419178259848579,8.89693999557469,16,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Mining of metal ores,,0.03591388817060882,,0.012969082524124001,10,205,55.21814846992493,240,22.223942712254033,0.1615999853653614,0.05835635328997223,9,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Manufacture of coke and refined petroleum products,,1.1573426232335557,,0.7451633276900873,10,205,55.21814846992493,240,22.223942712254033,5.207638618486044,3.352975380373045,9,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Land transport and transport via pipelines,,20.770881429186257,,11.32677119904379,10,205,55.21814846992493,240,22.223942712254033,93.46173043243773,50.96652446281881,7,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
"Waste collection, treatment, and disposal activities",,0.1365481300468244,,0.04127151402004567,10,205,55.21814846992493,240,22.223942712254033,0.6144190156300812,0.18570743523960317,6,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Specialized construction activities,-0.0057148702145007665,0.0057148702145007665,0.0038162773028888623,0.002257402009696056,10,205,55.21814846992493,240,22.223942712254033,0.025714925063002665,0.010157522627392977,5,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Manufacture of basic metals,,0.7008102586466978,,0.36311198632088265,10,205,55.21814846992493,240,22.223942712254033,3.153402021056682,1.633877440300756,4,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Manufacture of other non-metallic mineral products,,0.0869958719693986,,0.04684956000449934,10,205,55.21814846992493,240,22.223942712254033,0.39145111691378714,0.21080669893316012,4,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Civil engineering,,0.8888078275316568,,0.35831604263958833,10,205,55.21814846992493,240,22.223942712254033,3.999325587901098,1.6122973645086696,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Manufacture of machinery and equipment,,0.006030797714359793,,0.0032581697028389563,10,205,55.21814846992493,240,22.223942712254033,0.02713648875199124,0.014660628606833287,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Manufacture of rubber and plastic products,,0.035879108165254345,,0.015541346059492693,10,205,55.21814846992493,240,22.223942712254033,0.16144348745765533,0.06993064309387087,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Unknown,,0.04551012668775812,,0.024784443073550273,10,205,55.21814846992493,240,22.223942712254033,0.20477971562923597,0.11152135961853614,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Manufacture of chemicals and chemical products,,0.3935086895524372,,0.19694941457202214,10,205,55.21814846992493,240,22.223942712254033,1.770652015474558,0.8862037538614895,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Construction of buildings,,0.0027519354140840948,,0.0015324959936400856,10,205,55.21814846992493,240,22.223942712254033,0.012382750665419544,0.006895698092288028,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.11550272217162147,,0.06722180879090182,10,205,55.21814846992493,240,22.223942712254033,0.5197220118279668,0.3024747213456255,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Forestry and logging,,55.55012315293135,,10.826726336261007,10,205,55.21814846992493,240,22.223942712254033,249.95620206625907,48.71649678205512,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Mining of coal and lignite,,0.03186405190743259,,0.011045801189571311,10,205,55.21814846992493,240,22.223942712254033,0.14337713303167898,0.04970225730234978,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Sewerage,0.002080226101932414,0.002080226101932414,0.0005534832539428966,0.0002809350863249713,10,205,55.21814846992493,240,22.223942712254033,0.00936029276562795,0.0012641100184715057,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Manufacture of electrical equipment,-0.0005065346470741972,0.0005114219941992459,0.00037884120667973343,0.00022774316697643065,10,205,55.21814846992493,240,22.223942712254033,0.0023012208086608033,0.0010247649119922164,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
Other mining and quarrying,,0.045140948895854384,,0.026677579742296408,10,205,55.21814846992493,240,22.223942712254033,0.20311854417697076,0.12003981511159445,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_
"Electricity, gas, steam and air conditioning supply",,0.0027350884849272573,,0.0010835437960535499,10,231,38.5623517036438,210,0.1900997279496941,1.4387650705376291,0.5699870314071607,122,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Manufacture of food products,,4.1196640059953243e-05,,1.2822013427809012e-05,10,231,38.5623517036438,210,0.1900997279496941,0.021671067341482504,0.00674488783655813,26,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.009135908666078277,,0.004286402055721584,10,231,38.5623517036438,210,0.1900997279496941,4.805850468389888,2.254817564418551,14,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Mining of metal ores,,0.00035787834698572385,,0.0001413057085575684,10,231,38.5623517036438,210,0.1900997279496941,0.18825821101670848,0.07433240966813061,13,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Manufacture of coke and refined petroleum products,,0.005324712321700247,,0.004340171643396553,10,231,38.5623517036438,210,0.1900997279496941,2.8010099641538257,2.283102501096208,10,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Land transport and transport via pipelines,,0.0019001040390977104,,0.0007348981501802882,10,231,38.5623517036438,210,0.1900997279496941,0.9995301201065017,0.38658558752633443,9,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Manufacture of basic metals,,0.0023275646563945887,,0.0008767991347375558,10,231,38.5623517036438,210,0.1900997279496941,1.2243913663098613,0.46123113599067445,7,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
"Waste collection, treatment, and disposal activities",,0.00023572485655787433,,8.320615660737777e-05,10,231,38.5623517036438,210,0.1900997279496941,0.124000628038907,0.043769739970062733,6,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Specialized construction activities,,2.7899106845184764e-05,,1.4862324575839737e-05,10,231,38.5623517036438,210,0.1900997279496941,0.01467603722850549,0.007818172459338154,4,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Civil engineering,,0.005061887448027261,,0.0013378621719806686,10,231,38.5623517036438,210,0.1900997279496941,2.6627536517920656,0.703768588419393,4,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Manufacture of other non-metallic mineral products,,0.0003573059142652902,,0.00017557215843382458,10,231,38.5623517036438,210,0.1900997279496941,0.1879570886918069,0.09235792198518351,4,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Manufacture of chemicals and chemical products,,0.0011252462624213207,,0.0004700111472552514,10,231,38.5623517036438,210,0.1900997279496941,0.5919241834575868,0.24724451335334366,3,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Manufacture of machinery and equipment,2.443049579338788e-05,2.443049579338788e-05,7.595713258909947e-06,4.635185183538775e-06,10,231,38.5623517036438,210,0.1900997279496941,0.012851410181845655,0.0024382913292571255,2,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Manufacture of rubber and plastic products,,9.266859955090537e-05,,6.174683387937868e-05,10,231,38.5623517036438,210,0.1900997279496941,0.04874736042517019,0.03248128471584067,1,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Construction of buildings,,9.458983229432283e-06,,2.885513825290286e-06,10,231,38.5623517036438,210,0.1900997279496941,0.004975800508212933,0.0015178947683996036,1,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Mining of coal and lignite,,0.0002189385414351112,,7.330601840629502e-05,10,231,38.5623517036438,210,0.1900997279496941,0.1151703602085368,0.038561874441868704,1,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,-0.002261958499012646,0.002261958499012646,0.00040272276955374034,0.00025976208041129223,10,231,38.5623517036438,210,0.1900997279496941,1.1898799242949079,0.1366451615754194,1,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Manufacture of electrical equipment,-1.808256012570536e-06,1.842174103610511e-06,1.2993020276525218e-06,7.276789748410353e-07,10,231,38.5623517036438,210,0.1900997279496941,0.000969056675398296,0.00038278801484324074,1,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Other mining and quarrying,,0.000256046480053785,,8.408594649628398e-05,10,231,38.5623517036438,210,0.1900997279496941,0.13469060835349658,0.04423254436141832,1,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Manufacture of wood and products of wood and cork,,6.1610235946266144e-06,,3.7450206203851137e-06,10,231,38.5623517036438,210,0.1900997279496941,0.00324094287828597,0.0019700294475835096,1,_market_for_transport__freight__lorry_16_32_metric_ton__EURO6___ton_kilometer__RER__None_
Manufacture of other transport equipment,,0.0002912838934691509,,5.220756087762765e-05,10,217,42.95164895057678,220,0.06284653895382132,0.4634843832580532,0.08307149724822392,106,_market_for_transport__freight_train___ton_kilometer__US__None_
"Electricity, gas, steam and air conditioning supply",,0.0016778233876332384,,0.0007034410852958453,10,217,42.95164895057678,220,0.06284653895382132,2.669714857115803,1.1192996416441057,22,_market_for_transport__freight_train___ton_kilometer__US__None_
Mining of metal ores,,8.885213181703856e-05,,7.757837095471942e-05,10,217,42.95164895057678,220,0.06284653895382132,0.14137951476106864,0.12344095990985729,21,_market_for_transport__freight_train___ton_kilometer__US__None_
Manufacture of coke and refined petroleum products,,0.00977274555403579,,0.002102575922463289,10,217,42.95164895057678,220,0.06284653895382132,15.5501730353308,3.3455715421468635,15,_market_for_transport__freight_train___ton_kilometer__US__None_
Land transport and transport via pipelines,,0.0020102023605811127,,0.0009728863292166212,10,217,42.95164895057678,220,0.06284653895382132,3.1985888070275097,1.5480348566712374,12,_market_for_transport__freight_train___ton_kilometer__US__None_
Manufacture of basic metals,,0.002822440749614521,,0.0015854466322426765,10,217,42.95164895057678,220,0.06284653895382132,4.49100427262734,2.5227270405576965,7,_market_for_transport__freight_train___ton_kilometer__US__None_
"Waste collection, treatment, and disposal activities",,0.00020260532105102237,,8.847085828687455e-05,10,217,42.95164895057678,220,0.06284653895382132,0.3223810323109339,0.1407728408908589,5,_market_for_transport__freight_train___ton_kilometer__US__None_
Manufacture of chemicals and chemical products,,0.0002619355803238386,,0.0001123477991068646,10,217,42.95164895057678,220,0.06284653895382132,0.41678600712810115,0.17876529237260946,5,_market_for_transport__freight_train___ton_kilometer__US__None_
Manufacture of other non-metallic mineral products,,0.00011399795529899552,,6.695769616224919e-05,10,217,42.95164895057678,220,0.06284653895382132,0.18139098381019753,0.10654158093168613,3,_market_for_transport__freight_train___ton_kilometer__US__None_
Specialized construction activities,,1.0390618139047291e-05,,6.085365353663695e-06,10,217,42.95164895057678,220,0.06284653895382132,0.016533318002892983,0.00968289655240224,3,_market_for_transport__freight_train___ton_kilometer__US__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.003483647462181758,,0.00151081223599342,10,217,42.95164895057678,220,0.06284653895382132,5.543101529809763,2.4039704670189423,2,_market_for_transport__freight_train___ton_kilometer__US__None_
Unknown,,0.0008261652366345548,,0.00019600779945160306,10,217,42.95164895057678,220,0.06284653895382132,1.3145755524287637,0.3118832042535017,2,_market_for_transport__freight_train___ton_kilometer__US__None_
Civil engineering,,0.010063795345574954,,0.001447270581324422,10,217,42.95164895057678,220,0.06284653895382132,16.013284920860446,2.3028644145190786,2,_market_for_transport__freight_train___ton_kilometer__US__None_
Extraction of crude petroleum and natural gas,,2.9277420681223654e-06,,1.757906951898384e-06,10,217,42.95164895057678,220,0.06284653895382132,0.004658557363474901,0.0027971420243047386,2,_market_for_transport__freight_train___ton_kilometer__US__None_
Water transport,-4.0181265045891725e-06,4.0181265045891725e-06,1.47096856815743e-06,8.697896888810373e-07,10,217,42.95164895057678,220,0.06284653895382132,0.006393552567058037,0.0013839898001704526,2,_market_for_transport__freight_train___ton_kilometer__US__None_
Manufacture of wood and products of wood and cork,,5.78658593103805e-06,,3.6129055205948232e-06,10,217,42.95164895057678,220,0.06284653895382132,0.009207485451649048,0.00574877404664962,2,_market_for_transport__freight_train___ton_kilometer__US__None_
Mining of coal and lignite,,0.00034278103600427477,,0.0002772495471564052,10,217,42.95164895057678,220,0.06284653895382132,0.5454254788098117,0.441153246895782,2,_market_for_transport__freight_train___ton_kilometer__US__None_
Manufacture of machinery and equipment,2.0786812232730795e-06,2.0786812232730795e-06,1.2224289595566631e-06,6.874404718908475e-07,10,217,42.95164895057678,220,0.06284653895382132,0.0033075508339456255,0.001093839825286112,1,_market_for_transport__freight_train___ton_kilometer__US__None_
Other mining and quarrying,,1.4062312527745105e-05,,7.116416317758549e-06,10,217,42.95164895057678,220,0.06284653895382132,0.022375635574900757,0.011323481668557091,1,_market_for_transport__freight_train___ton_kilometer__US__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,1.2285218960553234e-05,,4.9830812863713366e-06,10,217,42.95164895057678,220,0.06284653895382132,0.019547964239654034,0.007928966923751885,1,_market_for_transport__freight_train___ton_kilometer__US__None_
Construction of buildings,-4.570982392057207e-06,4.570982392057207e-06,3.7114647347327124e-06,2.2617277520699088e-06,10,217,42.95164895057678,220,0.06284653895382132,0.007273244427057304,0.0035988103557011977,1,_market_for_transport__freight_train___ton_kilometer__US__None_
Manufacture of other non-metallic mineral products,,0.0005877102986078344,,0.000836137374073963,10,200,49.53075814247131,210,0.531323178129965,0.11061258435521831,0.15736888742870514,83,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Specialized construction activities,1.3325188992496794e-08,4.1909520344385334e-08,7.12054892059776e-08,3.568735962455811e-08,10,200,49.53075814247131,210,0.531323178129965,7.887764371938241e-06,6.716695430107654e-06,22,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Manufacture of basic metals,,0.0023019634678893537,,0.001025593938216241,10,200,49.53075814247131,210,0.531323178129965,0.43325109135861545,0.19302638778641318,19,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Manufacture of coke and refined petroleum products,,0.037746457705045595,,0.025934469539820863,10,200,49.53075814247131,210,0.531323178129965,7.104236980192981,4.881110143001728,14,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Civil engineering,,0.0010302863674337315,,0.0004385969048475689,10,200,49.53075814247131,210,0.531323178129965,0.19390954692771128,0.08254804663166518,11,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Manufacture of chemicals and chemical products,,0.004764838963983023,,0.004872602332604248,10,200,49.53075814247131,210,0.531323178129965,0.8967873339825415,0.9170694095736172,11,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Land transport and transport via pipelines,,0.0032070821760942234,,0.00256161237552285,10,200,49.53075814247131,210,0.531323178129965,0.6036029121450732,0.48211944838142623,9,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
"Electricity, gas, steam and air conditioning supply",,0.5591689183648914,,0.2313142516163125,10,200,49.53075814247131,210,0.531323178129965,105.24082919418869,43.53550929783296,8,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Mining of coal and lignite,,0.016780356552062742,,0.011440673475210009,10,200,49.53075814247131,210,0.531323178129965,3.158220315387439,2.153241933746686,6,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Other mining and quarrying,,0.00025176270894209236,,9.199896250348456e-05,10,200,49.53075814247131,210,0.531323178129965,0.047384100544642455,0.017315066665693442,3,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Mining of metal ores,,6.441870889491718e-05,,2.4562242195607407e-05,10,200,49.53075814247131,210,0.531323178129965,0.01212420454188429,0.004622844100657572,3,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Unknown,4.555970553662969e-05,4.555970553662969e-05,4.4573735178629666e-05,2.7173181721566474e-05,10,200,49.53075814247131,210,0.531323178129965,0.008574763423079107,0.005114247380888726,2,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
Manufacture of rubber and plastic products,1.2031745361729129e-05,1.2031745361729129e-05,8.879471880412303e-06,5.240534336438124e-06,10,200,49.53075814247131,210,0.531323178129965,0.0022644872004409507,0.0009863176597871392,2,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
"Waste collection, treatment, and disposal activities",,0.01238122666431012,,0.013105626787862559,10,200,49.53075814247131,210,0.531323178129965,2.3302628558172165,2.4666017458505904,1,_market_for_electricity__high_voltage___kilowatt_hour__US_MRO__None_
