names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,levels
Extraction of crude petroleum and natural gas,,0.011174267,,0.001115691,300,_chromium_production___kilogram__RoW__None_,0,434,2512.894268,8100,20.1552,0.055441112,0.00022487,1,_chromium_production___kilogram__RoW__None_,12
Forestry and logging,,0.004234861,,0.00047476,300,_chromium_production___kilogram__RoW__None_,0,434,2512.894268,8100,20.1552,0.02101126,9.57E-05,1,_chromium_production___kilogram__RoW__None_,12
Manufacture of chemicals and chemical products,,0.016003559,,0.001352653,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.390722766,0.033024677,98,_soybean_oil_refinery_operation___kilogram__US__None_,12
Manufacture of basic metals,,0.015586027,,0.001311814,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.380528847,0.032027605,16,_soybean_oil_refinery_operation___kilogram__US__None_,12
Land transport and transport via pipelines,,0.095103591,,0.009310966,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,2.321929702,0.227324828,14,_soybean_oil_refinery_operation___kilogram__US__None_,12
Mining of coal and lignite,,0.003939893,,0.001843504,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.096191478,0.045008684,14,_soybean_oil_refinery_operation___kilogram__US__None_,12
"Electricity, gas, steam and air conditioning supply",,0.225458795,,0.021525677,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,5.504518427,0.525543863,8,_soybean_oil_refinery_operation___kilogram__US__None_,12
Manufacture of other non-metallic mineral products,,0.001547269,,0.000138456,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.037776181,0.003380366,7,_soybean_oil_refinery_operation___kilogram__US__None_,12
"Water collection, treatment, and supply",,0.615253004,,0.050616505,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,15.02124369,1.23578893,6,_soybean_oil_refinery_operation___kilogram__US__None_,12
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.000578925,,4.66E-05,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.014134301,0.001136516,5,_soybean_oil_refinery_operation___kilogram__US__None_,12
"Wholesale trade, except of motor vehicles and motorcycles",,0.021665177,,0.002038146,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.528949728,0.049760813,4,_soybean_oil_refinery_operation___kilogram__US__None_,12
Construction of buildings,,0.000455129,,2.10E-05,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.011111854,0.000512421,3,_soybean_oil_refinery_operation___kilogram__US__None_,12
"Crop and animal production, hunting and related service activities",,1.477983825,,0.018785914,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,36.08459458,0.458653265,3,_soybean_oil_refinery_operation___kilogram__US__None_,12
Manufacture of coke and refined petroleum products,,0.008723045,,0.000989789,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.212970889,0.024165445,3,_soybean_oil_refinery_operation___kilogram__US__None_,12
"Waste collection, treatment, and disposal activities",-5.06E-05,6.69E-05,7.11E-05,6.84E-06,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.001634331,0.000167028,2,_soybean_oil_refinery_operation___kilogram__US__None_,12
Manufacture of machinery and equipment,,0.00356764,,0.000187349,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.087103004,0.004574085,2,_soybean_oil_refinery_operation___kilogram__US__None_,12
Other mining and quarrying,,0.016340456,,0.000985126,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.398948035,0.024051591,1,_soybean_oil_refinery_operation___kilogram__US__None_,12
Sewerage,0.008490679,0.008490679,0.001078734,0.000123075,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.207297731,0.003004856,1,_soybean_oil_refinery_operation___kilogram__US__None_,12
Manufacture of electrical equipment,-1.08E-05,1.09E-05,5.97E-06,6.30E-07,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.00026571,1.54E-05,1,_soybean_oil_refinery_operation___kilogram__US__None_,12
Civil engineering,,0.007623847,,0.000401357,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.186134265,0.009799023,1,_soybean_oil_refinery_operation___kilogram__US__None_,12
Mining of metal ores,,0.002085662,,0.000204014,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.050920911,0.004980952,1,_soybean_oil_refinery_operation___kilogram__US__None_,12
Extraction of crude petroleum and natural gas,,0.000371696,,3.42E-05,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.009074854,0.000835478,1,_soybean_oil_refinery_operation___kilogram__US__None_,12
Manufacture of wood and products of wood and cork,,0.000469517,,4.95E-05,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.623231,6600,4.095885909,0.011463129,0.00120886,1,_soybean_oil_refinery_operation___kilogram__US__None_,12
"Electricity, gas, steam and air conditioning supply",,7.99146757,,0.769146658,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,6.78327346,0.652862827,76,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Manufacture of chemicals and chemical products,,0.901505714,,0.083265197,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.765211111,0.070676705,20,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
"Wholesale trade, except of motor vehicles and motorcycles",,6.581284058,,0.65475041,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,5.586289263,0.555761634,15,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Manufacture of coke and refined petroleum products,,2.376830682,,0.303009798,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,2.01748832,0.257199107,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Forestry and logging,,87.88622835,,3.16602501,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,74.59910398,2.6873679,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Manufacture of rubber and plastic products,,0.061496595,,0.006601323,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.052199201,0.005603299,8,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Manufacture of basic metals,,1.717705733,,0.148437592,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,1.458013513,0.125995979,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Civil engineering,,1.550054393,,0.148898878,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,1.315708627,0.126387525,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Land transport and transport via pipelines,,54.68549194,,5.380471115,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,46.41783788,4.567021838,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Mining of coal and lignite,,0.124775977,,0.012574557,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.105911657,0.010673466,5,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Manufacture of food products,,1.35645901,,0.104163653,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,1.151382061,0.088415618,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
"Crop and animal production, hunting and related service activities",,0.453743232,,0.050996704,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.38514383,0.043286741,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Manufacture of machinery and equipment,,0.019159168,,0.001460007,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.016262579,0.001239275,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
"Waste collection, treatment, and disposal activities",,0.482904402,,0.057185639,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.409896253,0.048539999,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Mining of metal ores,,0.159316375,,0.016952023,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.135230048,0.014389122,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Manufacture of other non-metallic mineral products,,0.189844606,,0.018479192,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.161142852,0.015685406,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Manufacture of electrical equipment,-0.000884631,0.000911836,0.000788629,9.20E-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.00077398,7.81E-05,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Other mining and quarrying,,0.151740406,,0.015479366,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.128799455,0.01313911,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Manufacture of other transport equipment,-0.003374939,0.003391508,0.001729584,0.000161343,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.002878761,0.00013695,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.179168409,,0.015660174,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.152080741,0.013292582,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Sewerage,0.003539663,0.003539663,0.001059645,0.000119375,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.003004517,0.000101327,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Construction of buildings,,0.004685986,,0.000443713,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2089.515743,7200,117.8113726,0.003977532,0.00037663,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
"Electricity, gas, steam and air conditioning supply",,0.769695918,,0.05720095,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,26.81580036,1.992850962,163,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Manufacture of basic metals,,0.050884081,,0.004710673,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,1.772774576,0.164117372,22,_market_for_ascorbic_acid___kilogram__GLO__None_,12
"Crop and animal production, hunting and related service activities",,0.159253101,,0.02293014,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,5.548294147,0.798873982,19,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Manufacture of coke and refined petroleum products,,0.068804665,,0.006373125,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,2.397118281,0.222036327,18,_market_for_ascorbic_acid___kilogram__GLO__None_,12
"Wholesale trade, except of motor vehicles and motorcycles",,0.028146754,,0.00269108,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.980618072,0.093755796,17,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Mining of metal ores,,0.004028248,,0.003210868,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.140342027,0.111864962,8,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Manufacture of other non-metallic mineral products,,0.001226951,,0.000124155,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.042746323,0.004325479,8,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Land transport and transport via pipelines,,0.143815491,,0.014889242,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,5.010455943,0.518733343,7,_market_for_ascorbic_acid___kilogram__GLO__None_,12
"Waste collection, treatment, and disposal activities",,0.0103097,,0.001177216,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.359184504,0.041013587,6,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Mining of coal and lignite,,0.012775225,,0.002009021,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.445082115,0.069993242,5,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Civil engineering,,0.012320567,,0.001052047,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.42924206,0.036652748,4,_market_for_ascorbic_acid___kilogram__GLO__None_,12
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.544084305,0.562384014,0.372311216,0.034731624,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,19.5931628,1.210031484,4,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Manufacture of chemicals and chemical products,,0.045270108,,0.003983623,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,1.577186714,0.138787325,3,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Construction of buildings,,0.000796868,,7.98E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.02776247,0.002781581,3,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Manufacture of machinery and equipment,,0.000428203,,6.24E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.014918369,0.002174877,3,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Water transport,-5.17E-05,7.24E-05,9.97E-05,9.25E-06,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.002523558,0.000322163,2,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Other mining and quarrying,,0.023796623,,0.00238532,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.829061801,0.08310329,2,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Extraction of crude petroleum and natural gas,,0.000766695,,8.28E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.026711252,0.002885154,1,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.000816713,,7.17E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.028453863,0.002498802,1,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Manufacture of wood and products of wood and cork,,0.000154169,,2.01E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.00537115,0.000700024,1,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Sewerage,2.18E-05,2.18E-05,1.69E-05,1.99E-06,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.000760744,6.95E-05,1,_market_for_ascorbic_acid___kilogram__GLO__None_,12
"Manufacture of motor vehicles, trailers, and semi-trailers",0.000335724,0.000342315,0.000249221,2.81E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.011926086,0.000979537,1,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Manufacture of food products,,0.421002461,,0.035626786,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,14.66750399,1.241218456,1,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Manufacture of other transport equipment,-9.73E-05,9.73E-05,4.97E-05,5.19E-06,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.003390807,0.000180805,1,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Repair and installation of machinery and equipment,0.00033189,0.00033189,0.000176163,1.94E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.011562876,0.000676207,1,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Manufacture of electrical equipment,-7.98E-05,8.08E-05,4.70E-05,4.95E-06,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,0.00281429,0.000172598,1,_market_for_ascorbic_acid___kilogram__GLO__None_,12
Specialized construction activities,-5.71E-11,1.89E-08,1.52E-07,1.90E-08,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.80713,8400,2.870307461,6.58E-07,6.63E-07,1,,
